0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036: ReferencePressure(Pa): 95825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now (ms),fps,gpsTime,gpsLat (deg),gpsLon (deg),gpsAlt (m),gpsHead (deg),gpsSpeed (m/s),gpsSats,bmpTemp (deg C),bmpPressure (Pa),bmpAlt (m),thermistor0 (deg C),thermistor1 (deg C),thermistor2 (deg C),thermistor3 (deg C),thermistor4 (deg C),tmp0 (deg C),tmp1 (deg C),gyroTemp (deg C),accelX (m/s^2),accelY (m/s^2),accelZ (m/s^2),angVelX (deg/s),angVelY (deg/s),angVelZ (deg/s),magX (Gauss),magY (Gauss),magZ (Gauss)
1076: XTendAPI: Going to ENextSection::Failure because of unhandled API Identifier 138!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084: XTendAPI: In failure state with 1 bytes remaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202225,107,04:04.6,24,121,0,0,0,0,36.4,95820,0.441,-6.935,-6.559,-8.092,-9.154,-6.309,37.687,36.375,37.671,-0.523516,-0.115506,-10.627978,-6.111772,-3.613919,6.770213,25.205385,-0.000769,-0.000769
202725,107,04:05.1,24,121,0,0,0,0,36.3,95807,1.585,-6.935,-6.684,-8.092,-9.154,-6.434,37.687,36.375,37.761,-0.561013,-0.097728,-10.599526,-5.943592,-3.791922,6.718494,25.205385,-0.000769,-0.000769
203225,106,04:05.6,24,121,0,0,0,0,36.3,95803,1.939,-6.309,-6.185,-7.573,-8.619,-5.816,37.687,36.375,37.689,-0.542547,-0.083895,-10.576323,-5.977432,-3.696554,6.751116,25.205385,-0.000769,-0.000769
203729,106,04:06.2,24,121,0,0,0,0,36.3,95814,0.97,-6.935,-6.684,-8.092,-9.019,-6.185,37.812,36.375,37.761,-0.543973,-0.100517,-10.570326,-5.942078,-3.687534,6.723713,25.205385,-0.000769,-0.000769
204230,106,04:06.7,24,121,0,0,0,0,36.3,95815,0.883,-6.684,-6.434,-7.831,-8.885,-6.062,37.875,36.312,37.704,-0.548571,-0.095861,-10.587356,-5.981393,-3.862857,6.760181,25.205385,-0.000769,-0.000769
204733,106,04:07.2,24,121,0,0,0,0,36.3,95816,0.793,-6.309,-6.185,-7.445,-8.354,-5.693,37.875,36.312,37.775,-0.581886,-0.100645,-10.604681,-6.02047,-3.747097,6.733567,25.205385,-0.000769,-0.000769
205240,106,04:07.7,24,121,0,0,0,0,36.3,95816,0.793,-6.434,-6.309,-7.702,-8.619,-5.939,37.875,36.312,37.636,-0.56203,-0.092533,-10.611023,-6.056449,-3.869596,6.744138,25.205385,-0.000769,-0.000769
205747,106,04:08.2,24,121,0,0,0,0,36.3,95825,0,-6.185,-5.939,-7.445,-8.354,-5.693,37.937,36.312,37.761,-0.551244,-0.095356,-10.589538,-6.039887,-3.791476,6.913734,25.205385,-0.000769,-0.000769
206255,106,04:08.7,24,121,0,0,0,0,36.3,95818,0.618,-6.809,-6.684,-8.092,-9.154,-6.309,37.937,36.312,37.782,-0.557881,-0.086364,-10.582691,-5.944193,-3.827872,6.924132,25.205385,-0.000769,-0.000769
206763,106,04:09.2,24,121,0,0,0,0,36.3,95812,1.147,-6.809,-6.559,-8.092,-9.154,-6.309,38,36.312,37.779,-0.578151,-0.107743,-10.588154,-5.944538,-3.939236,6.910617,25.205385,-0.000769,-0.000769
207267,107,04:09.7,24,121,0,0,0,0,36.3,95812,1.147,-6.434,-6.309,-7.702,-8.619,-5.939,38,36.25,37.761,-0.561672,-0.103587,-10.550428,-5.925165,-3.935868,6.940892,25.205385,-0.000769,-0.000769
207771,107,04:10.2,24,121,0,0,0,0,36.3,95813,1.057,-6.559,-6.309,-7.961,-8.751,-5.939,38,36.25,37.761,-0.553099,-0.13684,-10.585341,-5.562247,-5.192595,6.98071,25.205385,-0.000769,-0.000769
208271,106,04:10.7,24,121,0,0,0,0,36.3,95808,1.498,-6.434,-6.185,-7.573,-8.486,-5.816,38,36.187,37.757,-0.521302,-0.109311,-10.581913,-6.243244,-4.044081,7.041555,25.205385,-0.000769,-0.000769
208778,106,04:11.2,24,121,0,0,0,0,36.3,95813,1.057,-6.684,-6.434,-7.831,-8.751,-6.062,38.062,36.187,37.757,-0.525745,-0.118992,-10.593923,-5.875004,-4.038104,6.920207,25.205385,-0.000769,-0.000769
209285,107,04:11.7,24,121,0,0,0,0,36.3,95813,1.057,-6.559,-6.309,-7.831,-8.619,-5.939,38.062,36.187,37.764,-0.496703,-0.106944,-10.549406,-6.111766,-3.74197,6.960979,25.205385,-0.000769,-0.000769
209793,107,04:12.2,24,121,0,0,0,0,36.3,95819,0.528,-6.559,-6.309,-7.831,-8.619,-5.939,38,36.125,37.682,-0.535762,-0.106595,-10.539555,-6.03299,-3.80957,6.808545,25.205385,-0.000769,-0.000769
210300,106,04:12.7,24,121,0,0,0,0,36.3,95813,1.057,-6.684,-6.434,-7.961,-8.885,-6.185,38,36.125,37.764,-0.526478,-0.083995,-10.614219,-5.959146,-3.776395,6.824745,25.205385,-0.000769,-0.000769
210807,106,04:13.2,24,121,0,0,0,0,36.3,95819,0.528,-6.809,-6.559,-7.831,-8.885,-6.185,38,36.125,37.764,-0.542994,-0.086079,-10.562973,-5.920785,-3.773126,6.677731,25.205385,-0.000769,-0.000769
211307,107,04:13.7,24,121,0,0,0,0,36.3,95824,0.09,-6.809,-6.559,-7.961,-9.019,-6.185,38,36.125,37.468,-0.531017,-0.099754,-10.559567,-5.948096,-3.906282,6.672302,25.205385,-0.000769,-0.000769
211813,107,04:14.2,24,121,0,0,0,0,36.3,95816,0.793,-6.559,-6.309,-7.831,-8.751,-5.939,38,36.062,37.546,-0.526229,-0.108619,-10.576432,-6.026821,-3.819046,6.822007,25.205385,-0.000769,-0.000769
212315,106,04:14.7,24,121,0,0,0,0,36.3,95814,0.97,-6.809,-6.684,-8.092,-9.019,-6.309,38.125,36.062,37.593,-0.546081,-0.09802,-10.536211,-6.007974,-3.830768,6.888591,25.205385,-0.000769,-0.000769
212823,106,04:15.2,24,121,0,0,0,0,36.3,95807,1.585,-6.684,-6.434,-7.831,-8.885,-6.062,38.125,36.062,37.464,-0.56592,-0.100795,-10.539195,-5.990716,-3.671802,6.787236,25.205385,-0.000769,-0.000769
213331,106,04:15.8,24,121,0,0,0,0,36.3,95817,0.705,-6.684,-6.559,-7.961,-8.885,-6.185,38.187,36,37.475,-0.546365,-0.094633,-10.55297,-5.981616,-3.943954,6.671589,25.205385,-0.000769,-0.000769
213839,106,04:16.3,24,121,0,0,0,0,36.3,95815,0.883,-6.809,-6.559,-7.961,-8.885,-6.062,38.187,36,37.596,-0.505906,-0.089077,-10.560855,-6.004767,-3.680179,6.683,25.205385,-0.000769,-0.000769
214343,107,04:16.8,24,121,0,0,0,0,36.3,95821,0.354,-6.809,-6.809,-8.092,-8.885,-6.185,38.187,36,37.407,-0.529242,-0.119593,-10.513808,-6.071816,-3.781489,6.750633,25.205385,-0.000769,-0.000769
214850,107,04:17.3,24,121,0,0,0,0,36.3,95818,0.618,-6.684,-6.434,-7.961,-8.885,-6.185,38.25,36,37.404,-0.550254,-0.102613,-10.566276,-6.022622,-3.854959,6.870493,25.205385,-0.000769,-0.000769
215351,106,04:17.8,24,121,0,0,0,0,36.3,95821,0.354,-6.684,-6.559,-7.961,-8.885,-6.185,38.25,35.937,37.504,-0.504928,-0.120317,-10.572777,-6.000225,-3.780916,6.905841,25.205385,-0.000769,-0.000769
215855,106,04:18.3,24,121,0,0,0,0,36.3,95812,1.147,-6.809,-6.559,-7.961,-8.885,-6.185,38.375,35.937,37.429,-0.492642,-0.107667,-10.57354,-6.059488,-3.959152,6.8138,25.205385,-0.000769,-0.000769
216363,106,04:18.8,24,121,0,0,0,0,36.3,95823,0.177,-6.309,-6.062,-7.445,-8.223,-5.572,38.375,36,37.536,-0.523324,-0.08813,-10.569241,-5.989121,-3.827299,6.78326,25.205385,-0.000769,-0.000769
216864,106,04:19.3,24,121,0,0,0,0,36.3,95810,1.321,-6.809,-6.684,-7.961,-9.019,-6.185,38.375,35.937,37.643,-0.532471,-0.092739,-10.563815,-5.965292,-3.832415,6.798722,25.205385,-0.000769,-0.000769
217372,106,04:19.8,24,121,0,0,0,0,36.3,95816,0.793,-6.809,-6.684,-7.831,-8.885,-6.062,38.375,35.875,37.457,-0.536268,-0.082352,-10.539718,-5.946144,-3.865607,6.834232,25.205385,-0.000769,-0.000769
217874,106,04:20.3,24,121,0,0,0,0,36.3,95813,1.057,-6.935,-6.935,-8.092,-9.019,-6.185,38.375,35.875,37.446,-0.547939,-0.086848,-10.552407,-5.815659,-3.688989,6.874775,25.205385,-0.000769,-0.000769
218377,107,04:20.8,24,121,0,0,0,0,36.3,95810,1.321,-6.684,-6.809,-8.092,-9.019,-6.185,38.375,35.875,37.425,-0.537182,-0.145542,-10.519735,-6.125745,-3.881217,6.750314,25.205385,-0.000769,-0.000769
218880,107,04:21.3,24,121,0,0,0,0,36.3,95817,0.705,-6.809,-6.559,-8.092,-9.019,-6.309,38.375,35.875,37.343,-0.568388,-0.161191,-10.608714,-5.97392,-4.104865,6.753327,25.205385,-0.000769,-0.000769
219387,106,04:21.8,24,121,0,0,0,0,36.3,95820,0.441,-6.559,-6.434,-7.831,-8.885,-6.062,38.375,35.812,37.318,-0.563406,-0.110926,-10.595299,-5.662553,-4.181931,6.682088,25.205385,-0.000769,-0.000769
219895,106,04:22.3,24,121,0,0,0,0,36.3,95813,1.057,-7.062,-6.935,-8.486,-9.425,-6.559,38.312,35.875,37.479,-0.548534,-0.081698,-10.600095,-5.92352,-3.863467,6.752734,25.205385,-0.000769,-0.000769
220402,106,04:22.8,24,121,0,0,0,0,36.3,95818,0.618,-7.062,-6.935,-8.354,-9.289,-6.434,38.312,35.812,37.393,-0.567454,-0.11791,-10.569772,-5.784292,-4.087806,6.949389,25.205385,-0.000769,-0.000769
220907,106,04:23.3,24,121,0,0,0,0,36.3,95809,1.411,-6.434,-6.309,-7.831,-8.751,-5.939,38.312,35.812,37.432,-0.643884,-0.113636,-10.589087,-6.505591,-3.218853,7.067594,25.205385,-0.000769,-0.000769
221414,107,04:23.8,24,121,0,0,0,0,36.3,95814,0.97,-6.809,-6.684,-8.223,-9.154,-6.309,38.375,35.875,37.354,-0.500719,-0.111188,-10.573185,-6.017075,-3.969919,6.937891,25.205385,-0.000769,-0.000769
221917,107,04:24.3,24,121,0,0,0,0,36.3,95820,0.441,-6.434,-6.559,-7.702,-8.619,-5.816,38.375,35.812,37.479,-0.539035,-0.09733,-10.575119,-5.915556,-4.005729,6.951776,25.205385,-0.000769,-0.000769
222419,107,04:24.8,24,121,0,0,0,0,36.3,95818,0.618,-6.935,-6.809,-8.223,-9.154,-6.309,38.375,35.812,37.393,-0.569577,-0.115737,-10.558554,-6.128834,-4.046264,7.005965,25.205385,-0.000769,-0.000769
222922,107,04:25.3,24,121,0,0,0,0,36.3,95818,0.618,-6.559,-6.434,-7.831,-8.751,-6.062,38.375,35.812,37.45,-0.536836,-0.13021,-10.546745,-5.910392,-4.255382,6.953949,25.205385,-0.000769,-0.000769
223428,106,04:25.8,24,121,0,0,0,0,36.3,95813,1.057,-7.189,-6.935,-8.486,-9.561,-6.684,38.437,35.812,37.414,-0.541008,-0.09294,-10.542814,-5.914048,-4.178468,6.958096,25.205385,-0.000769,-0.000769
223934,106,04:26.4,24,121,0,0,0,0,36.3,95816,0.793,-6.559,-6.434,-7.831,-8.751,-5.939,38.437,35.812,37.436,-0.504868,-0.126036,-10.557975,-6.002622,-3.953448,6.989377,25.205385,-0.000769,-0.000769
224435,106,04:26.9,24,121,0,0,0,0,36.3,95818,0.618,-6.809,-6.684,-8.092,-9.154,-6.309,38.5,35.812,37.361,-0.533156,-0.117207,-10.535835,-5.922728,-3.957015,7.013834,25.205385,-0.000769,-0.000769
224943,106,04:27.4,24,121,0,0,0,0,36.3,95819,0.528,-6.559,-6.434,-7.831,-8.619,-5.939,38.5,35.812,37.346,-0.533967,-0.103889,-10.561301,-5.917101,-3.943982,7.045461,25.205385,-0.000769,-0.000769
225451,107,04:27.9,24,121,0,0,0,0,36.3,95813,1.057,-6.559,-6.434,-7.831,-8.885,-6.062,38.562,35.812,37.264,-0.520279,-0.123497,-10.55682,-5.878033,-4.11855,7.094715,25.205385,-0.000769,-0.000769
225956,107,04:28.4,24,121,0,0,0,0,36.3,95814,0.97,-6.684,-6.559,-7.961,-8.885,-6.185,38.562,35.812,37.354,-0.533555,-0.100237,-10.584522,-5.937734,-4.048323,6.782185,25.205385,-0.000769,-0.000769
226463,106,04:28.9,24,121,0,0,0,0,36.3,95817,0.705,-6.809,-6.684,-8.092,-9.019,-6.309,38.562,35.812,37.261,-0.526878,-0.100499,-10.565276,-5.919089,-3.912192,6.737143,25.205385,-0.000769,-0.000769
226971,106,04:29.4,24,121,0,0,0,0,36.3,95807,1.585,-7.062,-6.935,-8.354,-9.425,-6.559,38.625,35.812,37.157,-0.531527,-0.082405,-10.543238,-5.991051,-4.021732,6.696518,25.205385,-0.000769,-0.000769
227479,107,04:29.9,24,121,0,0,0,0,36.3,95801,2.114,-6.809,-6.684,-8.092,-9.154,-6.434,38.625,35.812,37.232,-0.507833,-0.090041,-10.555107,-5.983533,-4.027388,6.795785,25.205385,-0.000769,-0.000769
227979,107,04:30.4,24,121,0,0,0,0,36.3,95821,0.354,-6.809,-6.684,-8.092,-9.019,-6.185,38.625,35.812,37.2,-0.477133,-0.084459,-10.565277,-5.869385,-4.160705,6.839371,25.205385,-0.000769,-0.000769
228480,106,04:30.9,24,121,0,0,0,0,36.3,95806,1.675,-6.809,-6.559,-8.092,-9.154,-6.309,38.5,35.812,37.25,-0.471511,-0.09411,-10.486468,-5.940499,-4.193333,6.851042,25.205385,-0.000769,-0.000769
228983,106,04:31.4,24,121,0,0,0,0,36.3,95808,1.498,-6.809,-6.559,-7.961,-8.885,-6.185,38.437,35.812,37.186,-0.519129,-0.055785,-10.507293,-6.025226,-4.043509,6.851539,25.205385,-0.000769,-0.000769
229490,106,04:31.9,24,121,0,0,0,0,36.3,95807,1.585,-7.062,-6.809,-8.354,-9.154,-6.434,38.375,35.812,37.186,-0.470951,-0.062393,-10.493238,-6.070252,-3.768566,6.702841,25.205385,-0.000769,-0.000769
229998,106,04:32.4,24,121,0,0,0,0,36.3,95801,2.114,-7.062,-6.935,-8.486,-9.425,-6.559,38.312,35.812,37.125,-0.480632,-0.046421,-10.500973,-5.817772,-3.980884,6.61169,25.205385,-0.000769,-0.000769
230506,108,04:32.9,24,121,0,0,0,0,36.2,95804,1.85,-6.809,-6.559,-7.961,-9.019,-6.309,38.187,35.812,37.089,-0.485931,-0.082986,-10.519345,-5.920516,-4.060505,6.769817,25.205385,-0.000769,-0.000769
231012,106,04:33.4,24,121,0,0,0,0,36.3,95846,-1.85,-7.062,-6.935,-8.354,-9.154,-6.309,38.25,35.812,37.089,-0.481506,-0.076558,-10.536991,-5.98791,-3.962521,6.752762,25.205385,-0.000769,-0.000769
231520,106,04:33.9,24,121,0,0,0,0,36.2,95804,1.85,-6.434,-6.185,-7.445,-8.354,-5.693,38.187,35.875,37.1,-0.491473,-0.072758,-10.534929,-5.99638,-3.993141,6.805693,25.205385,-0.000769,-0.000769
232026,107,04:34.4,24,121,0,0,0,0,36.3,95812,1.147,-6.309,-6.309,-7.961,-8.751,-5.572,38.125,35.875,37.1,-0.494466,-0.054003,-10.49555,-6.003298,-3.987533,6.884978,25.205385,-0.000769,-0.000769
232532,107,04:35.0,24,121,0,0,0,0,36.3,95813,1.057,-6.309,-6.309,-7.961,-8.885,-5.45,38.187,35.875,37.086,-0.535698,-0.077833,-10.57769,-5.957948,-4.083197,6.809679,25.205385,-0.000769,-0.000769
233036,106,04:35.5,24,121,0,0,0,0,36.3,95811,1.234,-6.185,-6.062,-7.961,-8.751,-5.329,38.25,35.875,37.089,-0.51769,-0.072386,-10.605994,-5.92895,-4.079963,6.812891,25.205385,-0.000769,-0.000769
233540,106,04:36.0,24,121,0,0,0,0,36.3,95811,1.234,-6.309,-6.309,-7.961,-8.885,-5.329,38.125,35.875,37.089,-0.542462,-0.0982,-10.56047,-5.778806,-3.979472,6.795193,25.205385,-0.000769,-0.000769
234042,106,04:36.5,24,121,0,0,0,0,36.4,95821,0.354,-5.939,-5.939,-7.573,-8.619,-5.088,38.187,35.875,37.146,-0.541767,-0.101612,-10.557565,-5.923427,-4.11302,6.880209,25.205385,-0.000769,-0.000769
234543,106,04:37.0,24,121,0,0,0,0,36.4,95810,1.321,-6.185,-6.309,-7.961,-9.019,-5.329,38.125,35.875,37.075,-0.515601,-0.099364,-10.580299,-6.000494,-3.996339,6.923508,25.205385,-0.000769,-0.000769
235049,106,04:37.5,24,121,0,0,0,0,36.4,95806,1.675,-6.062,-6.185,-7.702,-8.751,-5.329,38.125,35.875,37.082,-0.498333,-0.081448,-10.538414,-5.962398,-4.238231,7.014695,25.205385,-0.000769,-0.000769
235554,106,04:38.0,24,121,0,0,0,0,36.4,95810,1.321,-6.559,-6.559,-8.354,-9.425,-5.816,38.125,35.875,37.1,-0.505128,-0.088996,-10.525137,-5.972449,-4.184845,6.866208,25.205385,-0.000769,-0.000769
236062,107,04:38.5,24,121,0,0,0,0,33.9,95171,57.734,-6.684,-6.684,-8.486,-9.561,-5.939,38.125,35.875,37.093,-0.513335,-0.085178,-10.540958,-6.227966,-4.27415,6.714129,25.205385,-0.000769,-0.000769
236562,107,04:39.0,24,121,0,0,0,0,36.4,95809,1.411,-6.185,-6.185,-7.831,-8.885,-5.45,38.062,35.875,37.086,-0.498788,-0.089959,-10.553117,-5.817811,-4.477293,6.752517,25.205385,-0.000769,-0.000769
237068,106,04:39.5,24,121,0,0,0,0,36.5,95809,1.411,-6.434,-6.434,-8.092,-9.289,-5.572,38.062,35.812,37.043,-0.408259,-0.107419,-10.57108,-6.015693,-1.631512,7.078814,25.205385,-0.000769,-0.000769
237573,106,04:40.0,24,121,0,0,0,0,36.5,95817,0.705,-5.939,-5.939,-7.702,-8.619,-5.208,38.062,35.875,37.079,-0.530856,-0.153768,-10.557085,-6.032415,-4.381557,6.872467,25.205385,-0.000769,-0.000769
238080,106,04:40.5,24,121,0,0,0,0,36.5,95811,1.234,-6.434,-6.559,-8.354,-9.425,-5.693,38.125,35.812,37.082,-0.518984,-0.159471,-10.592362,-5.703777,-5.44645,6.794822,25.205385,-0.000769,-0.000769
238584,106,04:41.0,24,121,0,0,0,0,36.5,95815,0.883,-6.434,-6.434,-8.092,-9.154,-5.45,38.062,35.812,37.143,-0.534457,-0.119721,-10.587349,-5.801321,-4.687641,5.375764,25.205385,-0.000769,-0.000769
239086,106,04:41.5,24,121,0,0,0,0,36.5,95815,0.883,-6.434,-6.434,-8.223,-9.289,-5.572,38.062,35.812,37.161,-0.28529,-0.066333,-10.544767,-6.076616,-2.87906,8.971013,25.205385,-0.000769,-0.000769
239590,106,04:42.0,24,121,0,0,0,0,36.6,95816,0.793,-6.185,-6.185,-7.961,-9.154,-5.572,38.062,35.812,37.193,-0.420612,-0.110426,-10.52069,-5.67878,-5.907912,6.888434,25.205385,-0.000769,-0.000769
240090,106,04:42.5,24,121,0,0,0,0,36.6,95813,1.057,-6.185,-6.062,-7.961,-8.885,-5.329,37.937,35.875,37.1,-0.498701,-0.104248,-10.56188,-5.666169,-3.889937,6.554886,25.205385,-0.000769,-0.000769
240595,106,04:43.0,24,121,0,0,0,0,36.6,95815,0.883,-6.434,-6.559,-8.223,-9.425,-5.693,37.937,35.75,37.121,-0.403296,-0.118552,-10.579372,-5.772872,-3.395107,6.766571,25.205385,-0.000769,-0.000769
241101,106,04:43.5,24,121,0,0,0,0,34.9,95447,33.332,-6.434,-6.559,-8.354,-9.289,-5.693,38,36,37.1,-0.307037,-0.115353,-10.55198,-6.35499,-2.851257,6.945355,25.205385,-0.000769,-0.000769
241609,106,04:44.0,24,121,0,0,0,0,36.6,95815,0.883,-6.062,-6.185,-7.702,-8.885,-5.208,37.937,35.812,37.114,-0.270581,-0.041851,-10.581828,-6.833383,-1.891826,7.362386,25.205385,-0.000769,-0.000769
242117,106,04:44.5,24,121,0,0,0,0,36.6,95801,2.114,-5.693,-5.939,-7.317,-8.354,-4.729,38,35.75,37.168,-0.156132,-0.025705,-10.581226,-6.173918,-3.248624,7.014534,25.205385,-0.000769,-0.000769
242620,106,04:45.0,24,121,0,0,0,0,36.6,95800,2.204,-6.309,-6.434,-8.223,-9.289,-5.572,38,35.75,37.114,-0.000892,0.019533,-10.610325,-5.733069,-4.44464,6.812246,25.205385,-0.000769,-0.000769
243128,107,04:45.5,24,121,0,0,0,0,36.6,95806,1.675,-6.062,-6.062,-7.961,-8.619,-5.088,38.062,35.75,37.05,-0.018791,0.024655,-10.608128,-6.178368,-3.351846,6.921728,25.205385,-0.000769,-0.000769
243634,107,04:46.1,24,121,0,0,0,0,36.6,95807,1.585,-6.309,-6.309,-8.092,-8.885,-5.329,38.062,35.75,37.096,0.090632,0.065175,-10.594716,-6.095424,-3.118265,6.863841,25.205385,-0.000769,-0.000769
244136,107,04:46.6,24,121,0,0,0,0,36.6,95803,1.939,-5.939,-5.939,-7.702,-8.619,-5.088,38,35.75,37.111,0.14242,0.057165,-10.596018,-6.101941,-3.519116,6.777725,25.205385,-0.000769,-0.000769
244642,107,04:47.1,24,121,0,0,0,0,36.6,95802,2.027,-6.309,-6.309,-8.092,-8.885,-5.329,38,35.75,37.175,0.14689,0.049615,-10.597411,-5.655466,-4.506782,6.737244,25.205385,-0.000769,-0.000769
245145,106,04:47.6,24,121,0,0,0,0,36.6,95802,2.027,-6.434,-6.434,-8.092,-9.154,-5.572,38,35.75,37.2,0.208429,0.072101,-10.572489,-5.588033,-5.450105,6.741017,25.205385,-0.000769,-0.000769
245645,106,04:48.1,24,121,0,0,0,0,36.6,95804,1.85,-6.684,-6.684,-8.486,-9.698,-6.062,38.062,35.75,37.143,-0.086348,-0.030013,-10.581368,-5.015214,-8.924065,6.666761,25.205385,-0.000769,-0.000769
246148,105,04:48.6,24,121,0,0,0,0,36.7,95803,1.939,-6.434,-6.434,-8.354,-9.289,-5.693,38.125,35.875,37.179,-0.390555,-0.048299,-10.578094,-5.330042,-5.655169,6.697878,25.205385,-0.000769,-0.000769
246656,105,04:49.1,24,121,0,0,0,0,36.6,95802,2.027,-6.185,-6.309,-8.092,-8.885,-5.329,38.062,35.75,37.139,-0.478499,-0.099159,-10.551828,-5.715754,-4.501964,6.910534,25.205385,-0.000769,-0.000769
247164,106,04:49.6,24,121,0,0,0,0,36.6,95804,1.85,-6.434,-6.434,-8.092,-9.154,-5.572,38.062,35.75,37.179,-0.499899,-0.08845,-10.601889,-5.892232,-4.363313,6.947499,25.205385,-0.000769,-0.000769
247669,106,04:50.1,24,121,0,0,0,0,36.7,95808,1.498,-6.935,-6.935,-8.885,-9.973,-6.185,38.062,35.75,37.257,-0.445769,-0.08235,-10.572073,-6.150939,-3.368903,6.844365,25.205385,-0.000769,-0.000769
248169,107,04:50.6,24,121,0,0,0,0,36.6,95799,2.291,-6.062,-6.185,-7.831,-8.885,-5.45,38.125,35.75,37.211,-0.41672,-0.098103,-10.588671,-5.765685,-4.005479,6.612483,25.205385,-0.000769,-0.000769
248677,107,04:51.1,24,121,0,0,0,0,36.6,95802,2.027,-6.559,-6.559,-8.486,-9.561,-5.939,38.062,35.687,37.243,-0.374664,-0.050918,-10.570884,-5.716063,-4.587946,6.709239,25.205385,-0.000769,-0.000769
249178,106,04:51.6,24,121,0,0,0,0,36.6,95791,2.994,-5.939,-5.939,-7.831,-8.751,-5.208,38.062,35.687,37.232,-0.374772,-0.069553,-10.587671,-6.199946,-2.861974,6.920504,25.205385,-0.000769,-0.000769
249684,106,04:52.1,24,121,0,0,0,0,36.6,95796,2.555,-6.185,-6.062,-7.961,-8.751,-5.329,38.125,35.687,37.25,-0.429183,-0.071633,-10.611074,-5.537879,-2.962166,6.411347,25.205385,-0.000769,-0.000769
250184,106,04:52.6,24,121,0,0,0,0,36.6,95802,2.027,-6.309,-6.185,-7.961,-8.885,-5.329,38.125,35.687,37.261,-0.412156,-0.043503,-10.598484,-6.196104,-3.53473,7.067618,25.205385,-0.000769,-0.000769
250686,106,04:53.1,24,121,0,0,0,0,36.6,95804,1.85,-6.309,-6.185,-7.831,-8.885,-5.329,38.125,35.687,37.132,-0.354314,-0.041343,-10.591835,-6.021281,-4.509672,6.975666,25.205385,-0.000769,-0.000769
251189,107,04:53.6,24,121,0,0,0,0,36.6,95807,1.585,-6.309,-6.309,-7.961,-8.885,-5.45,38.187,36,37.114,-0.32762,-0.040249,-10.580734,-5.813447,-4.290309,7.118101,25.205385,-0.000769,-0.000769
251696,107,04:54.1,24,121,0,0,0,0,36.6,95812,1.147,-6.684,-6.809,-8.619,-9.561,-5.939,38.187,35.687,37.207,-0.412721,-0.037515,-10.612757,-5.713411,-4.166881,6.749203,25.205385,-0.000769,-0.000769
252200,107,04:54.6,24,121,0,0,0,0,36.6,95809,1.411,-6.809,-6.809,-8.751,-9.835,-6.062,38.187,35.687,37.225,-0.448064,-0.062589,-10.582153,-5.68989,-4.762995,6.718168,25.205385,-0.000769,-0.000769
252700,107,04:55.1,24,121,0,0,0,0,36.6,95803,1.939,-6.309,-6.434,-8.092,-9.154,-5.572,38.25,35.687,37.139,-0.370177,-0.083848,-10.557722,-5.385614,-2.82832,7.020766,25.205385,-0.000769,-0.000769
253208,106,04:55.6,24,121,0,0,0,0,36.6,95804,1.85,-6.185,-6.309,-7.961,-8.885,-5.45,38.312,35.687,37.107,-0.494346,-0.108491,-10.584063,-5.885526,-3.701319,6.881691,25.205385,-0.000769,-0.000769
253711,106,04:56.1,24,121,0,0,0,0,36.6,95795,2.642,-6.434,-6.559,-8.354,-9.425,-5.816,38.312,35.687,37.179,-0.369262,-0.118494,-10.581275,-5.406177,-5.707112,6.98409,25.205385,-0.000769,-0.000769
254215,106,04:56.6,24,121,0,0,0,0,36.6,95799,2.291,-6.062,-6.185,-7.831,-9.019,-5.45,38.375,35.687,37.214,-0.499388,-0.101721,-10.570701,-6.38312,-3.380933,7.474152,25.205385,-0.000769,-0.000769
254722,106,04:57.1,24,121,0,0,0,0,36.6,95793,2.819,-6.935,-6.809,-8.619,-9.835,-6.062,38.437,35.687,37.125,-0.515417,-0.155337,-10.565228,-6.215317,-3.957874,6.101369,25.205385,-0.000769,-0.000769
255229,107,04:57.6,24,121,0,0,0,0,36.6,95797,2.465,-5.939,-6.062,-7.702,-8.619,-5.088,38.5,35.687,37.193,-0.368678,-0.023741,-10.618547,-7.699548,-1.976637,7.255486,25.205385,-0.000769,-0.000769
255736,107,04:58.2,24,121,0,0,0,0,36.6,95809,1.411,-6.309,-6.309,-8.092,-9.154,-5.572,38.562,35.687,37.189,-0.426518,-0.024839,-10.610692,-4.933146,-5.753628,6.972724,25.205385,-0.000769,-0.000769
256237,106,04:58.7,24,121,0,0,0,0,36.6,95800,2.204,-6.434,-6.309,-8.092,-9.154,-5.572,38.562,35.75,37.296,-0.452733,-0.072434,-10.537806,-5.727004,-3.373985,6.809676,25.205385,-0.000769,-0.000769
256740,106,04:59.2,24,121,0,0,0,0,36.6,95799,2.291,-6.309,-6.434,-8.092,-9.289,-5.693,38.625,35.687,37.196,-0.472013,-0.072434,-10.594537,-6.081351,-5.459743,6.846976,25.205385,-0.000769,-0.000769
257245,106,04:59.7,24,121,0,0,0,0,36.6,95804,1.85,-6.809,-6.809,-8.619,-9.561,-5.939,38.625,35.75,37.275,-0.503217,-0.097793,-10.572536,-5.154712,-5.067473,6.726825,25.205385,-0.000769,-0.000769
