0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036: ReferencePressure(Pa): 95825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now (ms),fps,gpsTime,gpsLat (deg),gpsLon (deg),gpsAlt (m),gpsHead (deg),gpsSpeed (m/s),gpsSats,bmpTemp (deg C),bmpPressure (Pa),bmpAlt (m),thermistor0 (deg C),thermistor1 (deg C),thermistor2 (deg C),thermistor3 (deg C),thermistor4 (deg C),tmp0 (deg C),tmp1 (deg C),gyroTemp (deg C),accelX (m/s^2),accelY (m/s^2),accelZ (m/s^2),angVelX (deg/s),angVelY (deg/s),angVelZ (deg/s),magX (Gauss),magY (Gauss),magZ (Gauss)
1076: XTendAPI: Going to ENextSection::Failure because of unhandled API Identifier 138!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084: XTendAPI: In failure state with 1 bytes remaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58016,106,00:44.5,24,121,0,0,0,0,35.4,95820,0.441,-4.729,-4.138,-6.185,-6.935,-4.61,36.875,36.937,35.439,-0.468206,0.142158,-10.549719,-4.211793,-7.055983,4.335608,25.205385,-0.000769,-0.000769
58524,106,00:45.0,24,121,0,0,0,0,35.4,95812,1.147,-3.788,-3.441,-5.208,-5.693,-3.556,36.812,36.937,35.389,-0.853531,-0.173426,-10.61533,-5.900549,-6.03927,5.273777,25.205385,-0.000769,-0.000769
59032,106,00:45.5,24,121,0,0,0,0,35.4,95807,1.585,-5.329,-4.729,-7.573,-8.092,-5.208,36.875,36.937,35.421,-0.867636,-0.369559,-10.568981,-5.329094,-6.190727,5.050051,25.205385,-0.000769,-0.000769
59538,106,00:46.0,24,121,0,0,0,0,35.4,95812,1.147,-0.223,0.415,-2.416,-2.642,-0.653,36.937,36.875,35.446,-0.779508,-0.192086,-10.500852,-6.883979,-4.49443,6.844996,25.205385,-0.000769,-0.000769
60038,106,00:46.5,24,121,0,0,0,0,35.4,95813,1.057,-4.492,-4.138,-6.434,-7.062,-4.374,36.937,36.875,35.564,-0.429841,0.08091,-10.49848,-7.448508,-0.357804,14.096816,25.205385,-0.000769,-0.000769
60544,106,00:47.0,24,121,0,0,0,0,35.4,95819,0.528,-4.374,-4.138,-5.693,-6.185,-3.788,36.937,36.875,35.454,-0.352681,0.151593,-10.570036,-6.6163,-4.534186,9.40109,25.205385,-0.000769,-0.000769
61048,107,00:47.5,24,121,0,0,0,0,35.4,95817,0.705,-7.189,-6.684,-8.885,-9.835,-6.809,36.937,36.875,35.35,-0.37868,0.007886,-10.520555,-5.287893,-11.014476,0.965681,25.205385,-0.000769,-0.000769
61550,107,00:48.0,24,121,0,0,0,0,35.3,95810,1.321,-6.559,-6.434,-7.702,-8.092,-5.329,36.937,36.812,35.396,-0.522517,0.247675,-10.593938,-4.931681,-8.922268,1.87707,25.205385,-0.000769,-0.000769
62050,106,00:48.5,24,121,0,0,0,0,35.3,95810,1.321,16.125,27.334,1.461,-1.526,-0.762,37,36.812,35.361,-0.633436,0.165053,-10.531136,-6.615472,-5.223702,6.92344,25.205385,-0.000769,-0.000769
62551,106,00:49.0,24,121,0,0,0,0,35.3,95806,1.675,-3.556,-5.939,-7.317,-7.831,-5.088,37,36.75,35.368,-0.624591,0.164475,-10.527828,-5.818979,-4.963261,5.723653,25.205385,-0.000769,-0.000769
63051,106,00:49.5,24,121,0,0,0,0,35.3,95809,1.411,-32.586,-49.15,-29.943,-25.746,-15.749,37.062,36.687,35.375,-0.696211,0.054839,-10.632466,-16.742139,1.606639,6.994482,25.205385,-0.000769,-0.000769
63555,106,00:50.0,24,121,0,0,0,0,35.3,95820,0.441,-2.529,-1.307,-10.391,-10.673,-7.317,37.062,36.75,35.321,0.848123,2.442835,-10.340427,-19.610492,6.945425,11.772026,25.205385,-0.000769,-0.000769
64062,106,00:50.5,24,121,0,0,0,0,35.3,95819,0.528,10.961,16.037,5.552,2.789,2.587,37,36.625,35.329,0.965288,2.399511,-10.391196,2.035308,-9.885146,-1.602798,25.205385,-0.000769,-0.000769
64567,106,00:51.0,24,121,0,0,0,0,35.3,95813,1.057,-8.354,-8.885,-13.331,-14.756,-10.673,36.937,36.562,35.3,0.575325,0.980253,-10.550294,6.171809,-13.112511,5.7808,25.205385,-0.000769,-0.000769
65073,106,00:51.5,24,121,0,0,0,0,35.3,95805,1.762,-3.788,-4.021,-4.968,-5.45,-3.556,36.937,36.437,35.321,0.368413,0.636176,-10.559384,-4.260977,-6.194024,7.623523,25.205385,-0.000769,-0.000769
65573,106,00:52.0,24,121,0,0,0,0,35.3,95816,0.793,-6.434,-6.434,-8.092,-8.619,-5.693,36.875,36.437,35.25,0.286111,0.667265,-10.499197,-6.880211,-5.006368,8.036087,25.205385,-0.000769,-0.000769
66077,107,00:52.5,24,121,0,0,0,0,35.2,95813,1.057,-6.559,-6.559,-8.223,-9.019,-6.309,36.937,36.437,35.243,-0.058303,0.391338,-10.589132,-2.706056,-9.750231,6.216842,25.205385,-0.000769,-0.000769
66578,107,00:53.0,24,121,0,0,0,0,35.2,95806,1.675,-4.729,-4.492,-6.309,-6.935,-4.492,36.937,36.375,35.254,-0.04844,0.339288,-10.542292,-5.591528,-5.146611,6.793709,25.205385,-0.000769,-0.000769
67086,106,00:53.5,24,121,0,0,0,0,35.2,95806,1.675,-4.729,-4.492,-6.434,-7.062,-4.492,36.937,36.375,35.361,0.007487,0.305557,-10.503089,-5.656017,-5.064955,6.75468,25.205385,-0.000769,-0.000769
67590,106,00:54.0,24,121,0,0,0,0,35.2,95809,1.411,-5.208,-4.848,-6.809,-7.573,-5.088,36.875,36.437,35.368,0.028769,0.313755,-10.529434,-5.926161,-4.807346,6.769735,25.205385,-0.000769,-0.000769
68093,106,00:54.5,24,121,0,0,0,0,35.2,95813,1.057,-4.61,-4.374,-6.309,-6.684,-4.256,36.875,36.375,35.471,0.058284,0.285876,-10.525314,-6.689779,-4.292533,6.072611,25.205385,-0.000769,-0.000769
68596,106,00:55.0,24,121,0,0,0,0,35.2,95821,0.354,-5.208,-5.088,-7.062,-7.702,-4.848,36.812,36.312,35.482,0.232749,0.525313,-10.558965,-4.510231,-6.911429,6.186357,25.205385,-0.000769,-0.000769
69096,107,00:55.5,24,121,0,0,0,0,35.2,95803,1.939,-6.062,-5.693,-7.445,-8.354,-5.693,36.875,36.25,35.5,-0.096808,0.268808,-10.557748,-3.087327,-7.314228,4.765198,25.205385,-0.000769,-0.000769
69604,107,00:56.0,24,121,0,0,0,0,35.2,95814,0.97,-7.062,-6.684,-8.354,-9.561,-7.062,36.875,36.187,35.596,-0.382733,0.445378,-10.406729,-3.240331,-10.667227,3.52768,25.205385,-0.000769,-0.000769
70108,106,00:56.5,24,121,0,0,0,0,35.3,95812,1.147,-6.935,-6.935,-8.619,-9.154,-6.062,36.937,36.125,35.618,-0.641043,-0.263776,-10.633524,-4.705101,-3.073029,9.539435,25.205385,-0.000769,-0.000769
70610,106,00:57.0,24,121,0,0,0,0,35.3,95815,0.883,-9.973,-9.973,-12.12,-13.177,-9.561,36.937,36.125,35.682,-0.595829,-0.020003,-10.438221,-5.255454,-4.243774,9.238903,25.205385,-0.000769,-0.000769
71110,106,00:57.5,24,121,0,0,0,0,35.2,95804,1.85,-0.545,-0.438,-1.307,-1.307,0.415,37,36.25,35.639,-0.479607,0.071774,-10.523998,-10.440483,-2.027724,7.886707,25.205385,-0.000769,-0.000769
71616,106,00:58.1,24,121,0,0,0,0,35.3,95808,1.498,-1.526,-1.416,-2.642,-2.869,-0.762,37,36.187,35.657,-0.220721,0.410223,-10.565709,-7.176644,-4.116186,7.00871,25.205385,-0.000769,-0.000769
72117,106,00:58.6,24,121,0,0,0,0,35.3,95819,0.528,-29.636,-39.275,-25.746,-23.799,-14.919,37,36.187,35.946,-0.223614,0.262337,-10.588284,-5.582724,-5.167775,6.611216,25.205385,-0.000769,-0.000769
72619,106,00:59.1,24,121,0,0,0,0,35.3,95821,0.354,4.088,5.552,0.415,-1.088,-0.223,37,36.125,35.95,-0.259073,0.327207,-10.541032,-6.05529,-4.555221,6.709642,25.205385,-0.000769,-0.000769
73125,107,00:59.6,24,121,0,0,0,0,35.3,95823,0.177,-1.637,-0.653,-3.326,-3.905,-1.969,37.062,36.062,35.932,-0.242728,0.386866,-10.560777,-5.82265,-4.935101,6.458415,25.205385,-0.000769,-0.000769
73627,107,01:00.1,24,121,0,0,0,0,35.3,95824,0.09,25.089,19.192,4.677,2.283,2.283,37.125,36.062,35.921,-0.309157,0.397985,-10.519104,-5.217588,-5.566836,7.143304,25.205385,-0.000769,-0.000769
74132,106,01:00.6,24,121,0,0,0,0,35.3,95816,0.793,-0.116,-0.653,-4.848,-5.816,-3.441,37.062,35.875,35.932,-0.282437,0.357807,-10.579712,-6.286898,-4.821341,6.920537,25.205385,-0.000769,-0.000769
74637,106,01:01.1,24,121,0,0,0,0,35.3,95812,1.147,-4.968,-4.729,-6.935,-7.831,-5.088,37.062,35.812,35.946,-0.244389,0.39987,-10.578911,-5.951626,-5.027747,6.776665,25.205385,-0.000769,-0.000769
75143,107,01:01.6,24,121,0,0,0,0,35.2,95807,1.585,-4.848,-4.61,-6.684,-7.573,-5.208,37.125,35.875,35.961,-0.241627,0.441891,-10.631983,-4.269765,-5.230376,6.971934,25.205385,-0.000769,-0.000769
75648,107,01:02.1,24,121,0,0,0,0,35.2,95807,1.585,-4.021,-3.905,-5.816,-6.434,-4.021,37.125,35.937,35.932,-0.227662,0.346882,-10.557744,-5.854513,-4.739189,7.466797,25.205385,-0.000769,-0.000769
76152,107,01:02.6,24,121,0,0,0,0,35.2,95808,1.498,-4.848,-4.492,-6.434,-7.189,-4.61,37.125,35.937,35.961,-0.212379,0.394579,-10.49901,-6.113339,-4.770114,6.965902,25.205385,-0.000769,-0.000769
76659,107,01:03.1,24,121,0,0,0,0,35.3,95818,0.618,-5.572,-5.329,-7.189,-7.961,-5.329,37.125,35.875,35.961,-0.210779,0.450076,-10.572065,-5.36724,-4.924183,6.697111,25.205385,-0.000769,-0.000769
77160,106,01:03.6,24,121,0,0,0,0,35.2,95804,1.85,-5.45,-5.208,-7.189,-7.831,-5.088,37.187,35.875,35.986,-0.23685,0.359217,-10.580812,-5.492838,-5.043026,6.439404,25.205385,-0.000769,-0.000769
77666,106,01:04.1,24,121,0,0,0,0,35.3,95811,1.234,-3.672,-3.441,-5.208,-5.693,-3.556,37.25,35.812,36.121,-0.227335,0.385481,-10.526836,-5.624808,-4.925684,6.706769,25.205385,-0.000769,-0.000769
78171,107,01:04.6,24,121,0,0,0,0,35.3,95824,0.09,-4.138,-3.788,-5.572,-6.309,-3.788,37.187,35.812,35.936,-0.374643,0.27845,-10.581791,-6.17683,-4.489509,6.884572,25.205385,-0.000769,-0.000769
78678,107,01:05.1,24,121,0,0,0,0,35.3,95819,0.528,-4.968,-4.61,-6.434,-7.062,-4.374,37.187,35.75,36.107,-0.116614,0.307253,-10.625224,-6.914242,-4.647259,6.729632,25.205385,-0.000769,-0.000769
79183,106,01:05.6,24,121,0,0,0,0,35.3,95809,1.411,-5.208,-4.968,-6.684,-7.317,-4.61,37.187,35.75,36.171,-0.242874,0.492184,-10.593594,-6.253121,-4.867516,7.205862,25.205385,-0.000769,-0.000769
79691,106,01:06.1,24,121,0,0,0,0,35.3,95812,1.147,-4.968,-4.729,-6.434,-7.062,-4.374,37.125,35.687,36.139,-0.192748,0.437532,-10.592845,-6.353264,-4.585947,6.949154,25.205385,-0.000769,-0.000769
80191,106,01:06.6,24,121,0,0,0,0,35.3,95820,0.441,-6.434,-6.062,-7.961,-8.751,-5.816,37.187,35.625,36.175,-0.21948,0.465714,-10.577907,-5.715658,-4.568695,7.247233,25.205385,-0.000769,-0.000769
80699,106,01:07.1,24,121,0,0,0,0,35.3,95816,0.793,-4.848,-4.492,-6.309,-6.935,-4.374,37.187,35.562,36.164,-0.244407,0.529627,-10.585803,-6.424675,-5.325874,5.822464,25.205385,-0.000769,-0.000769
81199,107,01:07.6,24,121,0,0,0,0,35.3,95814,0.97,-5.572,-5.329,-6.684,-7.189,-4.492,37.25,35.625,36.171,-0.244915,0.547176,-10.615051,-6.639593,-3.132512,6.185619,25.205385,-0.000769,-0.000769
81700,107,01:08.1,24,121,0,0,0,0,35.3,95815,0.883,-4.492,-4.374,-6.309,-7.062,-4.492,37.187,35.562,36.136,-0.097545,0.593765,-10.625014,-6.057037,-4.311247,7.506864,25.205385,-0.000769,-0.000769
82203,106,01:08.6,24,121,0,0,0,0,35.2,95812,1.147,1.045,1.045,-3.441,-4.492,-2.529,37.25,35.5,36.168,-0.017804,0.718164,-10.515065,-4.7951,-5.103667,6.99688,25.205385,-0.000769,-0.000769
82703,106,01:09.1,24,121,0,0,0,0,35.2,95818,0.618,-7.317,-7.062,-9.289,-10.112,-7.062,37.25,35.5,35.921,0.000675,0.551383,-10.38589,-5.303517,-4.590678,7.219521,25.205385,-0.000769,-0.000769
83209,106,01:09.6,24,121,0,0,0,0,35.2,95797,2.465,-5.208,-4.848,-6.434,-7.189,-4.729,37.375,35.5,35.936,-0.10336,0.494471,-10.534588,-5.811145,-4.350574,6.859383,25.205385,-0.000769,-0.000769
83709,106,01:10.1,24,121,0,0,0,0,35.2,95810,1.321,-2.983,-2.642,-4.256,-4.729,-2.416,37.437,35.687,36.15,-0.134445,0.3913,-10.386615,-5.435553,-6.913144,7.455975,25.205385,-0.000769,-0.000769
84217,107,01:10.7,24,121,0,0,0,0,35.2,95808,1.498,-4.61,-4.374,-6.062,-6.684,-4.138,37.437,35.687,36.161,-0.117869,0.449352,-10.524857,-6.225989,-3.793591,6.997856,25.205385,-0.000769,-0.000769
84721,107,01:11.2,24,121,0,0,0,0,35.2,95811,1.234,-5.572,-5.45,-7.445,-8.223,-5.45,37.375,35.687,36.168,-0.07341,0.455777,-10.504885,-6.027154,-3.890023,6.875551,25.205385,-0.000769,-0.000769
85228,105,01:11.7,24,121,0,0,0,0,35.2,95807,1.585,-5.939,-5.572,-7.702,-8.619,-5.939,37.437,35.625,36.143,-0.137825,0.462514,-10.538557,-5.751363,-4.530951,6.837029,25.205385,-0.000769,-0.000769
85728,105,01:12.2,24,121,0,0,0,0,35.2,95806,1.675,-5.329,-5.088,-6.684,-7.445,-4.968,37.437,35.75,36.146,-0.29425,0.396068,-10.542566,-5.413273,-5.59409,6.951115,25.205385,-0.000769,-0.000769
86236,107,01:12.7,24,121,0,0,0,0,35.2,95809,1.411,-5.088,-4.968,-6.559,-7.445,-4.848,37.437,35.812,36.061,-0.298246,0.380029,-10.532658,-6.649565,-3.163451,7.011976,25.205385,-0.000769,-0.000769
86745,107,01:13.2,24,121,0,0,0,0,35.2,95804,1.85,-4.138,-3.905,-5.329,-6.062,-3.672,37.5,35.812,36.182,-0.242125,0.466003,-10.539982,-6.90576,-1.654426,7.048606,25.205385,-0.000769,-0.000769
87251,106,01:13.7,24,121,0,0,0,0,35.2,95798,2.378,-8.751,-8.354,-10.814,-12.418,-9.425,37.562,35.937,36.318,0.052842,0.594659,-10.503533,-5.395076,-2.437012,20.096899,25.205385,-0.000769,-0.000769
87759,106,01:14.2,24,121,0,0,0,0,35.3,95805,1.762,3.791,4.383,2.789,2.18,2.991,37.5,36,36.311,1.470723,-1.480098,-11.511004,12.173847,14.258544,20.946918,25.205385,-0.000769,-0.000769
88262,106,01:14.7,24,121,0,0,0,0,35.3,95798,2.378,5.067,4.97,3.989,4.677,6.129,37.375,36,36.239,1.37381,-2.333228,-8.584289,14.229884,-34.565914,-8.396737,25.205385,-0.000769,-0.000769
88765,106,01:15.2,24,121,0,0,0,0,35.3,95801,2.114,-4.492,-4.492,-6.559,-6.935,-3.905,37.375,36.062,36.289,-0.189171,-2.593131,-9.473482,-6.887045,-2.52018,13.715863,25.205385,-0.000769,-0.000769
89265,106,01:15.7,24,121,0,0,0,0,35.3,95807,1.585,-4.256,-4.138,-5.572,-6.185,-3.556,37.312,36.062,36.336,-0.21932,-2.84302,-9.780158,-5.948595,-3.402288,6.812081,25.205385,-0.000769,-0.000769
89773,106,01:16.2,24,121,0,0,0,0,35.3,95799,2.291,-7.831,-7.445,-9.698,-11.1,-7.831,37.312,36.062,36.475,0.024645,-2.703977,-9.656498,-13.338428,1.432483,-2.154097,25.205385,-0.000769,-0.000769
90276,106,01:16.7,24,121,0,0,0,0,35.3,95805,1.762,-6.062,-5.939,-7.189,-7.831,-4.968,37.25,36.125,36.371,1.721994,-1.3937,-9.549654,-14.730132,17.407609,13.15494,25.205385,-0.000769,-0.000769
90783,106,01:17.2,24,121,0,0,0,0,35.3,95808,1.498,-1.637,-1.307,-2.416,-3.096,-1.526,37.187,36.187,36.511,0.494986,-0.616403,-10.942973,-19.004251,-30.771713,7.328343,25.205385,-0.000769,-0.000769
91284,106,01:17.7,24,121,0,0,0,0,35.4,95817,0.705,-4.729,-4.374,-6.062,-6.935,-4.256,37.125,36.25,36.839,-0.15737,0.065623,-10.869332,-11.231087,-1.082091,0.720086,25.205385,-0.000769,-0.000769
91791,106,01:18.2,24,121,0,0,0,0,35.4,95806,1.675,-5.939,-5.816,-7.573,-8.486,-5.693,37.125,36.25,36.618,0.055896,0.19079,-10.580054,-5.92946,-6.970129,0.927848,25.205385,-0.000769,-0.000769
92294,106,01:18.7,24,121,0,0,0,0,35.4,95818,0.618,-4.492,-4.374,-5.816,-6.309,-3.905,37.062,36.312,36.836,-0.049942,0.112774,-10.530215,-5.921077,-4.568175,6.130436,25.205385,-0.000769,-0.000769
92802,106,01:19.2,24,121,0,0,0,0,35.4,95816,0.793,-5.329,-5.088,-6.809,-7.702,-4.848,37.062,36.375,36.868,-0.064328,0.092897,-10.513157,-5.935601,-4.250612,6.858443,25.205385,-0.000769,-0.000769
93302,106,01:19.7,24,121,0,0,0,0,35.5,95805,1.762,-5.45,-5.329,-6.935,-7.831,-5.088,37.062,36.437,36.864,-0.066642,0.064513,-10.512325,-5.941377,-4.133309,6.904848,25.205385,-0.000769,-0.000769
93809,106,01:20.2,24,121,0,0,0,0,35.5,95810,1.321,-5.45,-5.208,-7.062,-7.831,-5.088,37.062,36.562,36.907,-0.063357,0.100604,-10.551162,-5.881246,-4.059062,6.992763,25.205385,-0.000769,-0.000769
94317,106,01:20.8,24,121,0,0,0,0,35.5,95804,1.85,-5.329,-5.088,-6.935,-7.702,-4.968,37,36.625,36.843,-0.053273,0.08348,-10.51106,-5.883698,-3.997095,6.97185,25.205385,-0.000769,-0.000769
94821,106,01:21.3,24,121,0,0,0,0,35.6,95806,1.675,-5.45,-5.208,-7.062,-7.831,-5.088,37,36.75,36.936,-0.073064,0.079005,-10.509925,-5.828855,-4.044535,6.990221,25.205385,-0.000769,-0.000769
95328,107,01:21.8,24,121,0,0,0,0,35.6,95813,1.057,-5.45,-5.208,-6.935,-7.831,-5.208,36.937,36.75,36.875,-0.101153,0.112164,-10.55161,-5.86313,-4.122453,7.025105,25.205385,-0.000769,-0.000769
95832,107,01:22.3,24,121,0,0,0,0,35.6,95808,1.498,-5.45,-5.208,-6.935,-7.702,-4.968,36.937,36.812,36.971,-0.073003,0.081423,-10.550885,-5.88521,-4.114027,6.988251,25.205385,-0.000769,-0.000769
96338,107,01:22.8,24,121,0,0,0,0,35.7,95796,2.555,-5.45,-5.208,-6.935,-7.702,-5.088,36.937,36.937,37.079,-0.070438,0.086705,-10.549356,-5.876629,-3.933496,7.051191,25.205385,-0.000769,-0.000769
96838,107,01:23.3,24,121,0,0,0,0,35.7,95808,1.498,-5.088,-4.729,-6.434,-7.189,-4.492,37,37.062,37.075,-0.087255,0.081129,-10.513271,-5.874939,-3.860432,7.036754,25.205385,-0.000769,-0.000769
97344,107,01:23.8,24,121,0,0,0,0,35.8,95816,0.793,-5.208,-5.208,-6.684,-7.445,-4.848,37.062,37.125,37.089,-0.073001,0.084929,-10.523491,-5.930296,-3.836294,7.099105,25.205385,-0.000769,-0.000769
97849,107,01:24.3,24,121,0,0,0,0,35.8,95809,1.411,-5.329,-5.45,-6.434,-7.062,-4.374,37.062,37.187,37.071,-0.101627,0.088899,-10.536427,-6.076587,-3.78378,7.022229,25.205385,-0.000769,-0.000769
98356,106,01:24.8,24,121,0,0,0,0,35.8,95804,1.85,-5.693,-5.693,-7.317,-8.092,-5.208,37.062,37.187,37.129,-0.10311,0.093469,-10.475793,-6.010241,-3.710212,6.957631,25.205385,-0.000769,-0.000769
98862,106,01:25.3,24,121,0,0,0,0,35.8,95798,2.378,-5.693,-5.693,-7.189,-7.961,-5.208,37.062,37.25,37.132,-0.062004,0.091679,-10.505448,-5.949294,-3.772521,7.050938,25.205385,-0.000769,-0.000769
99362,106,01:25.8,24,121,0,0,0,0,35.9,95806,1.675,-6.684,-6.684,-8.354,-9.425,-6.559,37.125,37.25,37.182,-0.077834,0.080423,-10.525185,-5.946303,-3.695788,7.033954,25.205385,-0.000769,-0.000769
99866,106,01:26.3,24,121,0,0,0,0,35.9,95802,2.027,-5.572,-5.572,-7.062,-7.831,-5.208,37.125,37.25,37.243,-0.100451,0.136608,-10.530782,-6.181555,-3.48167,7.207358,25.205385,-0.000769,-0.000769
100372,107,01:26.8,24,121,0,0,0,0,35.9,95814,0.97,-5.693,-5.693,-7.317,-8.223,-5.45,37.062,37.25,37.229,-0.150107,0.090552,-10.512171,-5.822553,-5.04,5.062607,25.205385,-0.000769,-0.000769
100880,107,01:27.3,24,121,0,0,0,0,35.9,95811,1.234,-5.816,-5.939,-7.573,-8.354,-5.572,37.125,37.125,37.321,-0.160743,0.160935,-10.552675,-7.015964,-4.327263,8.296737,25.205385,-0.000769,-0.000769
101385,107,01:27.8,24,121,0,0,0,0,35.9,95812,1.147,-5.088,-5.088,-6.559,-7.317,-4.729,37.187,37.187,37.257,-0.220514,0.253548,-10.617449,-6.807019,-4.581745,6.444205,25.205385,-0.000769,-0.000769
101892,107,01:28.3,24,121,0,0,0,0,36,95813,1.057,-5.088,-4.968,-6.434,-7.189,-4.729,37.187,37.187,37.443,-0.225804,0.200302,-10.569094,-4.108029,-2.545822,6.570568,25.205385,-0.000769,-0.000769
102392,106,01:28.8,24,121,0,0,0,0,36,95798,2.378,-5.816,-5.572,-7.189,-8.223,-5.45,37.187,37.25,37.443,-0.127161,0.121821,-10.549133,-5.550327,-3.403831,7.092842,25.205385,-0.000769,-0.000769
102897,106,01:29.3,24,121,0,0,0,0,36,95799,2.291,-4.492,-4.256,-5.939,-6.935,-4.492,37.187,37.312,37.493,-0.10538,0.116991,-10.550821,-5.8772,-3.666791,7.217178,25.205385,-0.000769,-0.000769
103397,107,01:29.8,24,121,0,0,0,0,36,95792,2.907,-4.729,-4.61,-6.185,-6.684,-4.021,37.125,37.25,37.611,-0.121596,0.106189,-10.538619,-5.916759,-3.687542,7.168513,25.205385,-0.000769,-0.000769
103900,107,01:30.3,24,121,0,0,0,0,36.1,95802,2.027,-5.45,-4.968,-6.935,-8.223,-5.816,37.187,37.25,37.754,-0.108266,0.105643,-10.561601,-5.82455,-3.433398,7.18765,25.205385,-0.000769,-0.000769
104401,105,01:30.8,24,121,0,0,0,0,36.1,95800,2.204,-5.693,-5.329,-7.189,-8.354,-5.572,37.187,37.375,37.761,-0.097852,0.106399,-10.557715,-5.846645,-3.730582,7.102099,25.205385,-0.000769,-0.000769
104902,105,01:31.3,24,121,0,0,0,0,36.1,95797,2.465,-6.185,-5.816,-7.702,-8.751,-5.816,37.187,37.312,37.671,-0.100041,0.084945,-10.535505,-5.849968,-3.829831,7.095554,25.205385,-0.000769,-0.000769
105410,106,01:31.8,24,121,0,0,0,0,36.1,95804,1.85,-5.329,-5.208,-6.434,-7.062,-4.492,37.187,37.312,37.557,-0.100668,0.102368,-10.532508,-5.807579,-3.778698,7.037808,25.205385,-0.000769,-0.000769
105917,106,01:32.3,24,121,0,0,0,0,34.9,95524,26.534,-6.684,-6.434,-8.223,-9.019,-6.185,37.25,37.562,37.618,-0.09721,0.088869,-10.542082,-5.868441,-3.707986,6.916047,25.205385,-0.000769,-0.000769
106417,107,01:32.9,24,121,0,0,0,0,36.1,95807,1.585,-5.329,-5.088,-6.434,-7.189,-4.729,37.187,37.312,37.775,-0.090406,0.098633,-10.557577,-5.909973,-3.538712,6.882912,25.205385,-0.000769,-0.000769
106917,107,01:33.4,24,121,0,0,0,0,36.1,95808,1.498,-4.61,-4.61,-6.062,-6.559,-4.021,37.25,37.375,37.779,-0.092613,0.099905,-10.527647,-5.963965,-3.651034,6.924488,25.205385,-0.000769,-0.000769
107425,105,01:33.9,24,121,0,0,0,0,36.1,95802,2.027,-4.968,-4.729,-6.309,-7.062,-4.374,37.25,37.437,37.757,-0.099595,0.078939,-10.516311,-5.946322,-3.953268,6.9657,25.205385,-0.000769,-0.000769
107932,105,01:34.4,24,121,0,0,0,0,36.2,95807,1.585,-4.848,-4.729,-6.062,-6.809,-4.256,37.312,37.437,37.764,-0.093362,0.108191,-10.502119,-6.035676,-4.250424,6.968039,25.205385,-0.000769,-0.000769
108436,107,01:34.9,24,121,0,0,0,0,36.2,95802,2.027,-5.693,-5.45,-7.189,-7.961,-5.208,37.312,37.437,37.775,-0.103896,0.101414,-10.544329,-6.041611,-4.269827,6.925532,25.205385,-0.000769,-0.000769
108940,107,01:35.4,24,121,0,0,0,0,36.3,95812,1.147,-4.968,-4.848,-6.185,-6.935,-4.374,37.375,37.5,37.768,-0.121778,0.110026,-10.525172,-5.974489,-4.092881,6.980708,25.205385,-0.000769,-0.000769
109441,107,01:35.9,24,121,0,0,0,0,36.3,95802,2.027,-5.208,-5.088,-6.809,-7.445,-4.729,37.375,37.5,37.768,-0.12797,0.108016,-10.519532,-5.999534,-4.126339,7.036149,25.205385,-0.000769,-0.000769
109948,107,01:36.4,24,121,0,0,0,0,36.3,95803,1.939,-5.329,-5.088,-6.684,-7.317,-4.61,37.375,37.5,37.779,-0.08172,0.090748,-10.504795,-5.918492,-4.367919,7.04315,25.205385,-0.000769,-0.000769
110448,106,01:36.9,24,121,0,0,0,0,36.3,95792,2.907,-6.185,-5.939,-7.702,-8.619,-5.693,37.437,37.5,37.857,-0.100481,0.108811,-10.521991,-6.02871,-4.378621,7.008173,25.205385,-0.000769,-0.000769
110950,106,01:37.4,24,121,0,0,0,0,35.1,95516,27.239,-5.693,-5.45,-7.062,-7.702,-4.968,37.437,37.562,37.864,-0.089691,0.132774,-10.559605,-5.947717,-4.307044,7.021745,25.205385,-0.000769,-0.000769
111457,106,01:37.9,24,121,0,0,0,0,36.3,95801,2.114,-6.684,-6.434,-8.486,-9.425,-6.434,37.375,37.562,37.971,-0.121103,0.116636,-10.541481,-6.024173,-4.19294,7.030793,25.205385,-0.000769,-0.000769
111961,106,01:38.4,24,121,0,0,0,0,36.4,95805,1.762,-6.935,-6.684,-8.354,-9.425,-6.559,37.437,37.625,38.004,-0.120797,0.099541,-10.585017,-5.930159,-4.1955,6.957509,25.205385,-0.000769,-0.000769
112466,106,01:38.9,24,121,0,0,0,0,36.4,95804,1.85,-4.61,-4.492,-5.693,-6.434,-4.021,37.5,37.625,38.007,-0.112207,0.083144,-10.554142,-5.959334,-4.263136,7.0584,25.205385,-0.000769,-0.000769
112966,106,01:39.4,24,121,0,0,0,0,36.4,95804,1.85,-4.729,-4.729,-5.693,-6.309,-3.788,37.5,37.687,37.982,-0.089889,0.091238,-10.522335,-6.012951,-4.232493,7.068087,25.205385,-0.000769,-0.000769
113467,106,01:39.9,24,121,0,0,0,0,36.4,95804,1.85,-4.138,-4.021,-5.329,-5.693,-3.326,37.562,37.687,37.989,-0.102838,0.092202,-10.546566,-6.105861,-4.35029,7.121664,25.205385,-0.000769,-0.000769
